"snag_spcd_group","snag_slope","snag_dbh","rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen"
"Ponderosa pine (OR)","Ridgetop","Large","A0B1419","AB","Ashland","MPR75340",753,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",103.5,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,40.748031496063,9.46608964728236,9.05608845077009,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6935635,42.14402802,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011
"Ponderosa pine (OR)","Ridgetop","Large","A0D0516","AD","Ashland","MAM5580",558,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",70,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1315128.5,"Ridge Top",NA,2011,1,543,683,141,1554,27.5590551181102,5.06317475677468,4.14243818140665,82,241,191,"White fir - Intermediate,Warm,Ridge Top",-122.7515081,42.11140667,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962
"Ponderosa pine (OR)","Ridgetop","Large","A0C0288","AC","Ashland","AC038401",384,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",70,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,27.5590551181102,5.06317475677468,4.14243818140665,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7083134,42.12319237,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962
"Ponderosa pine (OR)","Ridgetop","Large","A0B1077","AB","Ashland","MPR44590",445,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",74,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,29.1338582677165,5.53397005739311,4.62938601660874,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6940529,42.14491779,0.0330771475824497,0.0523888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-44.6713956706733,-22.3356978353367,-9.27015217422601,1981,1989,1981,1989
"Ponderosa pine (OR)","Ridgetop","Large","A0B0005","AB","Ashland","MPR100491",1004,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",70,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,27.5590551181102,5.06317475677468,4.14243818140665,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6951681,42.14404948,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0B1074","AB","Ashland","MPR44260",442,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",65,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,25.5905511811024,4.49704697413221,3.57179618702921,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6940516,42.14488534,0.0330771475824497,0.0523888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-44.6713956706733,-22.3356978353367,-9.27015217422601,1981,1989,1981,1989
"Ponderosa pine (OR)","Ridgetop","Large","A0C0562","AC","Ashland","AC065801",658,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",75,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,29.5275590551181,5.65410767550452,4.75534995314539,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.709823,42.1233699,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","V070035","V07","Evans Creek","EV07_025_01",25,1,0,NA,"Conifer","V","density","0.1",NA,"NO","PIPO",111.172893,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1243669.875,"Ridge Top",NA,2012,1,531,690,160,928,43.768855511811,10.6136388301776,10.4485919877854,344,382,253,"Douglas-fir - Dry,Warm,Ridge Top",-122.97296217,42.64587116,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1961,1976,1961,1976
"Ponderosa pine (OR)","Ridgetop","Large","A0C0185","AC","Ashland","AC028101",281,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",55,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,21.6535433070866,3.44228129222712,2.55732153035819,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7085723,42.12262886,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0B1472","AB","Ashland","MPR80080",800,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",90,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,35.4330708661417,7.56927124574428,6.84770393252937,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6940973,42.14391199,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0B1533","AB","Ashland","MPR85537",855,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",80,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,31.496062992126,6.2691697965796,5.41053150224543,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.694279,42.14374259,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962
"Ponderosa pine (OR)","Ridgetop","Large","V070088","V07","Evans Creek","EV07_078_01",78,1,0,NA,"Conifer","V","density","0.1",NA,"NO","PIPO",60,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1243669.875,"Ridge Top",NA,2012,1,531,690,160,928,23.6220472440945,3.95647161240847,3.04342397001305,344,382,253,"Douglas-fir - Dry,Warm,Ridge Top",-122.97296217,42.64587116,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1961,1976,1961,1976
"Ponderosa pine (OR)","Ridgetop","Large","V0A0743","VA","Evans Creek","MEV6611",661,1,0,NA,"Conifer","V","stem","3",NA,"NO","PIPO",80,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266381.625,"Ridge Top",NA,2012,1,530,692,163,950,31.496062992126,6.2691697965796,5.41053150224543,102,330,269,"Douglas-fir - Dry,Warm,Ridge Top",-122.9742787,42.64556165,0.0330771475824497,0.0523888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-44.6713956706733,-22.3356978353367,-9.27015217422601,1982,1990,1982,1990
"Ponderosa pine (OR)","Ridgetop","Large","A0B0261","AB","Ashland","MPR123784",1237,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",80,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,31.496062992126,6.2691697965796,5.41053150224543,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6950164,42.1446666,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0B0839","AB","Ashland","MPR22930",229,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",130,"0","CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,51.1811023622047,13.6324971981353,14.2871847481168,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6942258,42.14463718,0.0330771475824497,0.0523888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002
"Ponderosa pine (OR)","Ridgetop","Large","A0B1423","AB","Ashland","MPR7564",75,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",75,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,29.5275590551181,5.65410767550452,4.75534995314539,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6942654,42.14442609,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962
"Ponderosa pine (OR)","Ridgetop","Large","A0B1332","AB","Ashland","MPR67373",673,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",86.3,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,33.9763779527559,7.07755619911123,6.29624396311847,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6936028,42.14498216,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011
"Ponderosa pine (OR)","Ridgetop","Large","A0C0039","AC","Ashland","AC013801",138,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",90,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,35.4330708661417,7.56927124574428,6.84770393252937,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7092668,42.12271811,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0C0134","AC","Ashland","AC023001",230,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",85.86,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1984,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,33.8031496062992,7.01990876865428,6.2322049122579,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7086364,42.12294313,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1984,1984
"Ponderosa pine (OR)","Ridgetop","Large","A0C0369","AC","Ashland","AC046501",465,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",57.5,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1984,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,22.6377952755906,3.696022487518,2.79508902801546,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7088751,42.12315785,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1984,1984
"Ponderosa pine (OR)","Ridgetop","Large","V060055","V06","Evans Creek","EV06_050_01",50,1,0,NA,"Conifer","V","density","0.1",NA,"NO","PIPO",60,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1370136.875,"Ridge Top",NA,2012,1,541,718,176,988,23.6220472440945,3.95647161240847,3.04342397001305,202,290,210,"Douglas-fir - Dry,Warm,Ridge Top",-122.97434973,42.64637292,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1939,1963,1939,1963
"Ponderosa pine (OR)","Ridgetop","Large","A0C0040","AC","Ashland","AC013901",139,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",65,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,25.5905511811024,4.49704697413221,3.57179618702921,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7092718,42.12272504,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0B0163","AB","Ashland","MPR114796",1147,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",55,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,21.6535433070866,3.44228129222712,2.55732153035819,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6948517,42.14445716,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0C0879","AC","Ashland","AC07901",79,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",90,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,35.4330708661417,7.56927124574428,6.84770393252937,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7096445,42.12279638,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0C0340","AC","Ashland","AC043601",436,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",52.77,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1984,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,20.7755905511811,3.22170227735221,2.35415007014049,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7087723,42.12364282,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1984,1984
"Ponderosa pine (OR)","Ridgetop","Large","A240062","A24","Ashland","AW09_055_01",55,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PIPO",70,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1015393.188,"Ridge Top",NA,2011,1,571,793,222,1107,27.5590551181102,5.06317475677468,4.14243818140665,202,246,156,"White fir - Intermediate,Cool,Ridge Top",-122.71636383,42.14185783,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962
"Ponderosa pine (OR)","Ridgetop","Large","A180040","A18","Ashland","AW75_038_01",38,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PIPO",79.442593,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1964,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1355113,"Ridge Top",NA,2012,1,583,840,257,1212,31.2766114173228,6.19942643858817,5.33539746548244,85,104,63,"Douglas-fir - Dry,Warm,Ridge Top",-122.69901285,42.14949667,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1964,1964
"Ponderosa pine (OR)","Ridgetop","Large","A0D0361","AD","Ashland","MAM4180",418,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",111,"0","CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1315128.5,"Ridge Top",NA,2011,1,543,683,141,1554,43.7007874015748,10.587241495393,10.4161185373697,82,241,191,"White fir - Intermediate,Warm,Ridge Top",-122.7502704,42.11058982,0.0330771475824497,0.0523888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002
"Ponderosa pine (OR)","Ridgetop","Large","L070035","L07","Elliot Ridge","ET07_033_01",33,1,0,NA,"Conifer","L","density","0.1",NA,"NO","PIPO",80.9,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1407186.25,"Ridge Top",NA,2014,1,583,828,245,1465,31.8503937007874,6.38239513594241,5.5329532314392,121,202,134,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02179997,42.0142688,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014
"Ponderosa pine (OR)","Ridgetop","Large","A050079","A05","Ashland","AW31_067_01",67,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PIPO",52.4,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1990,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1433473.375,"Ridge Top",NA,2011,1,570,781,212,1248,20.6299212598425,3.18563572146783,2.32125327775084,154,285,206,"Ponderosa pine - Dry,Warm,Ridge Top",-122.73195903,42.16751545,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1990,1990
"Ponderosa pine (OR)","Ridgetop","Large","A0B0763","AB","Ashland","MPR1786",17,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",100,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,1,589,834,245,1209,39.3700787401575,8.95913443551893,8.45395547225848,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6938525,42.14461199,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962
"Ponderosa pine (OR)","Ridgetop","Large","A0C0315","AC","Ashland","AC041101",411,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",52.77,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1984,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,20.7755905511811,3.22170227735221,2.35415007014049,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7086095,42.1239539,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1984,1984
"Ponderosa pine (OR)","Ridgetop","Large","V0A0314","VA","Evans Creek","MEV2241",224,1,0,NA,"Conifer","V","stem","3",NA,"NO","PIPO",91.6,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266381.625,"Ridge Top",NA,2012,1,530,692,163,950,36.0629921259843,7.7857205425898,7.09334206273131,102,330,269,"Douglas-fir - Dry,Warm,Ridge Top",-122.9729566,42.64628598,0.0330771475824497,0.0523888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008
"Ponderosa pine (OR)","Ridgetop","Large","A410011","A41","Ashland","AW46_008_01",8,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PIPO",70,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1441066.75,"Ridge Top",NA,2011,1,584,812,227,1416,27.5590551181102,5.06317475677468,4.14243818140665,146,250,167,"Douglas-fir - Dry,Warm,Ridge Top",-122.70937028,42.12247875,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0C0274","AC","Ashland","AC037001",370,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",51.5,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,20.2755905511811,3.09854365945008,2.24220034012975,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7082607,42.12340204,0.0330771475824497,0.0523888888888889,-145.32352174822,-72.66176087411,-30.157355526388,-98.9691131257627,-49.4845565628814,-20.5379466087808,1938,1962,1938,1962
"Ponderosa pine (OR)","Ridgetop","Large","A0C0432","AC","Ashland","AC052801",528,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",60.8,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,23.9370078740157,4.04121336162257,3.12512299569696,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7091915,42.12339743,0.0330771475824497,0.0523888888888889,-60.1228652114924,-30.0614326057462,-12.4766218134284,-44.6713956706733,-22.3356978353367,-9.27015217422601,1981,1989,1981,1989
"Ponderosa pine (OR)","Ridgetop","Large","A0C0338","AC","Ashland","AC043401",434,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",81.14,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1984,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,31.9448818897638,6.41271676866655,5.56583032611259,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7087475,42.12370205,0.0330771475824497,0.0523888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1984,1984
"Ponderosa pine (OR)","Ridgetop","Large","A0C0881","AC","Ashland","AC08001",80,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",130,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,51.1811023622047,13.6324971981353,14.2871847481168,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7096183,42.12279963,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
"Ponderosa pine (OR)","Ridgetop","Large","A0C0418","AC","Ashland","AC051401",514,1,0,NA,"Conifer","A","stem","3",NA,"NO","PIPO",85,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,1,584,812,227,1418,33.4645669291339,6.90774559451811,6.10798282870675,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7092563,42.1230906,0.0330771475824497,0.0523888888888889,-102.723193479856,-51.3615967399281,-21.3169886699082,-71.820254398218,-35.910127199109,-14.9040493915034,1960,1975,1960,1975
