"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","multi_add","ci_age_lower","predicted_age","ci_age_upper","pred_pith","diam_cm_1911","diam_cm_1850","live_in_1911","age_in_1911","live_in_1850","age_in_1850","ci_diam_lower","predicted_diam","ci_diam_upper"
818,"T03",4,"T030035_new","Taylor Ridge","TY03_004_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",12.2775822012956,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,3.57952165354331,0.19325021701494,0.0698839391895121,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1886,"No",78,116,121,1770,NA,NA,"No",141,"Yes",80,0,0,0
819,"T03",7,"T030038_new","Taylor Ridge","TY03_007_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",17.3429763552722,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,5.07874015748031,0.338228025179688,0.140682273013853,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1892,"No",78,116,121,1776,NA,NA,"No",135,"Yes",74,0,0,0
820,"T03",9,"T030040_new","Taylor Ridge","TY03_009_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","LIDE",15.6310066933767,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,3,547,794,247,409,4.05511811023622,0.23594219366381,0.0896880136051902,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,NA,78,116,121,1780,NA,NA,"No",131,"Yes",70,0,0,0
821,"T03",17,"T030048_new","Taylor Ridge","TY03_017_03_new","3_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",50.4632630015581,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,6.5748031496063,0.511225380971867,0.235772364165817,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,"No",75,104,149,1787,NA,NA,"No",124,"Yes",63,0,0,0
822,"T03",36,"T030068_new","Taylor Ridge","TY03_036_03_new","3_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",34.402197544529,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,4.15059566929134,0.24489317722314,0.0939611333305453,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-103.21069954703,-51.6053497735151,-21.4181553194097,-68.4697684659897,-34.2348842329948,-14.2087607401629,1959,1977,1959,1977,1861,"No",75,102,121,1759,NA,NA,"No",152,"Yes",91,0,0,0
823,"T03",45,"T030083_new","Taylor Ridge","TY03_045_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","LIDE",30.8703887976073,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,3,547,794,247,409,7.43427125984252,0.622273699098669,0.301442301000444,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1895,"No",75,102,121,1793,NA,NA,"No",118,"Yes",57,0,0,0
824,"T03",47,"T030086_new","Taylor Ridge","TY03_047_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",23.8772117546496,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,8.97637795275591,0.841321153511681,0.439470421269885,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895,"No",96,103,121,1792,NA,NA,"No",119,"Yes",58,0,0,0
825,"T03",48,"T030087_new","Taylor Ridge","TY03_048_01_new","1_new",1,55,"Hardwood","T","density",0.1,NA,"NO","ARME",16.9565824538112,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,8.34645669291339,0.748864823474676,0.379954574745185,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892,NA,78,116,121,1776,NA,NA,"No",135,"Yes",74,0,0,0
826,"T03",48,"T030088_new","Taylor Ridge","TY03_048_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",16.9565824538112,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,4.84251968503937,0.313410997532595,0.127899892339799,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1892,NA,78,116,121,1776,NA,NA,"No",135,"Yes",74,0,0,0
827,"T03",49,"T030089_002_new","Taylor Ridge","TY03_049_01_002_new","1_new",1,91,"Hardwood","T","density",0.1,NA,"NO","ARME",35.6783936054624,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,5.31473950131232,0.363723341551071,0.154060518325133,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1887,"No",75,102,121,1785,NA,NA,"No",126,"Yes",65,0,0,0
828,"T03",52,"T030090_new","Taylor Ridge","TY03_052_01_new","1_new",1,74,"Hardwood","T","density",0.1,NA,"NO","ARME",14.5941520432246,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,11.7716535433071,1.2981950676,0.75579207317538,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886,"No",78,116,121,1770,NA,NA,"No",141,"Yes",80,0,0,0
829,"T03",57,"T030100_new","Taylor Ridge","TY03_057_01_new","1_new",1,68,"Hardwood","T","density",0.1,NA,"NO","ARME",25.1809140112879,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,6.96850393700787,0.561078050822202,0.264853970990386,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1862,"No",96,102,121,1760,NA,NA,"No",151,"Yes",90,0,0,0
830,"T03",60,"T030104_new","Taylor Ridge","TY03_060_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","LIDE",39.452175984123,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,3,547,794,247,409,4.50751692913386,0.279447215420213,0.110815911306506,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-77.6334105981085,-38.8167052990543,-16.1103882975633,-50.6335503523278,-25.3167751761639,-10.5074110589198,1972,1986,1972,1986,1871,"No",75,102,121,1769,NA,NA,"No",142,"Yes",81,0,0,0
831,"T03",84,"T030123_003_new","Taylor Ridge","TY03_084_01_003_new","1_new",1,78,"Hardwood","T","density",0.1,NA,"NO","LIDE",30.1747601582151,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,3,547,794,247,409,4.67917257217846,0.296667860961435,0.119416823467927,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1887,"No",96,102,121,1785,NA,NA,"No",126,"Yes",65,0,0,0
832,"T03",88,"T030128_new","Taylor Ridge","TY03_088_01_new","1_new",1,69,"Hardwood","T","density",0.1,NA,"NO","ARME",15.7184855624794,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,11.8897637795276,1.31909830455842,0.771034554891862,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,NA,78,116,121,1745,NA,NA,"No",166,"Yes",105,0,0,0
833,"T03",88,"T030129_new","Taylor Ridge","TY03_088_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",15.7184855624794,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,3.61521377952756,0.196342525927377,0.071284540844222,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-103.21069954703,-51.6053497735151,-21.4181553194097,-68.4697684659897,-34.2348842329948,-14.2087607401629,1959,1977,1959,1977,1861,NA,78,116,121,1745,NA,NA,"No",166,"Yes",105,0,0,0
834,"T03",90,"T030131_new","Taylor Ridge","TY03_090_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",34.9474353053464,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,6,547,794,247,409,2.72291062992126,0.124753695634861,0.0404384186406637,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-103.21069954703,-51.6053497735151,-21.4181553194097,-68.4697684659897,-34.2348842329948,-14.2087607401629,1959,1977,1959,1977,1861,"No",75,102,121,1759,NA,NA,"No",152,"Yes",91,0,0,0
835,"T03",91,"T030134_new","Taylor Ridge","TY03_091_03_new","3_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","LIDE",43.9457663126405,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",999585.3125,"Mid Slope",NA,2011,3,547,794,247,409,6.8503937007874,0.545939918599844,0.255951955878098,219,385,280,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.60582405,42.55676488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,"No",75,102,121,1794,NA,NA,"No",117,"Yes",56,0,0,0
836,"T04",18,"T040002_new","Taylor Ridge","TY04_018_01_new","1_new",1,40,"Hardwood","T","density",0.1,"T0402","YES","ACMA",10.8215031912662,3,"LIVE",1,NA,NA,NA,NA,53,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,6,487,658,172,324,7.79527559055118,0.671321193221177,0.331428870334421,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,NA,73,89,120,1837,NA,NA,"Yes",74,"Yes",13,12.6218392188629,14.9029023282811,16.6726262515128
837,"T04",41,"T040009_new","Taylor Ridge","TY04_041_01_new","1_new",1,90,"Hardwood","T","density",0.1,"T0409","YES","LIDE",39.2763238918868,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,6.25984251968504,0.472608417341853,0.213724448294167,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,"No",73,87,113,1839,NA,NA,"Yes",72,"Yes",11,18.1065882909894,32.9715903793619,49.7
838,"T04",40,"T040011_new","Taylor Ridge","TY04_040_01_new","1_new",1,60,"Hardwood","T","density",0.1,"T0411","YES","LIDE",13.0706465341072,3,"LIVE",1,NA,NA,NA,NA,68,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,9.92125984251969,0.98743136619326,0.536859988310302,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,"No",73,89,120,1835,NA,NA,"Yes",76,"Yes",15,12.6218392188629,15.2905769804617,32
839,"T04",13,"T040024_new","Taylor Ridge","TY04_013_01_new","1_new",1,98,"Hardwood","T","density",0.1,"T0424","YES","ARME",41.4576930435827,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,6,487,658,172,324,5.70866141732283,0.407807169792628,0.177744413804234,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,"No",73,87,113,1830,NA,NA,"Yes",81,"Yes",20,19.986387921351,26.6353437485686,35.563177396943
840,"T04",55,"T040026_new","Taylor Ridge","TY04_055_01_new","1_new",1,100,"Hardwood","T","density",0.1,"T0426","YES","LIDE",40.5262709577646,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,5.62992125984252,0.398844597139188,0.172874935452214,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,"No",73,87,113,1830,NA,NA,"Yes",81,"Yes",20,19.986387921351,26.3633333128571,35.563177396943
841,"T04",42,"T040079_new","Taylor Ridge","TY04_042_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","UMCA",22.7817950144639,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,0.984251968503937,0.024488944517889,0.00528372217016155,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1915,"No",73,87,120,1828,NA,NA,"Yes",83,"Yes",22,16.6726262515128,29.8030360319179,32
842,"T04",49,"T040093_new","Taylor Ridge","TY04_049_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",33.9067642634946,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,6,487,658,172,324,4.4488188976378,0.273647549229568,0.107948557425269,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-74.647978679063,-37.3239893395315,-15.4908551985894,-51.4873579583693,-25.7436789791847,-10.6845921457581,1977,1988,1977,1988,1898,"No",73,87,113,1811,NA,NA,"No",100,"Yes",39,0,0,0
843,"T04",51,"T040101_002_new","Taylor Ridge","TY04_051_06_002_new","6_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","UMCA",14.319280810771,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,0.984251968503937,0.024488944517889,0.00528372217016155,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1924,"No",73,89,120,1835,NA,NA,"Yes",76,"Yes",15,12.6218392188629,15.2905769804617,32
844,"T04",62,"T040123_new","Taylor Ridge","TY04_062_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","LIDE",25.8299136805301,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,4.09448818897638,0.239617976457642,0.0914379823879477,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1924,"No",73,87,120,1837,NA,NA,"Yes",74,"Yes",13,12.6218392188629,16.280517812081,32
845,"T06",52,"T060020_new","Taylor Ridge","TY06_052_01_new","1_new",1,69,"Hardwood","T","density",0.1,"T0620","YES","LIDE",23.9100694831465,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",927144.375,"Ridge Top",NA,2014,3,540,794,254,381,6.69291338582677,0.525998284346066,0.24431931314827,267,367,279,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60442212,42.56015719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,"No",73,90,98,1842,NA,NA,"Yes",69,"Yes",8,12.6218392188629,13.9918033349328,18.1065882909894
846,"T06",63,"T060024_new","Taylor Ridge","TY06_063_01_new","1_new",1,44,"Hardwood","T","density",0.1,"T0624","YES","LIDE",15.6587145902072,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",927144.375,"Ridge Top",NA,2014,3,540,794,254,381,5.11811023622047,0.342432847395884,0.142871847481168,267,367,279,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60442212,42.56015719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,"No",73,83,98,1850,NA,NA,"Yes",61,"Yes",0,12.6218392188629,13.4874563599795,16.7084753024997
847,"T06",70,"T060025_new","Taylor Ridge","TY06_070_01_new","1_new",1,102,"Hardwood","T","density",0.1,"T0625","YES","LIDE",32.1708470658391,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",927144.375,"Ridge Top",NA,2014,3,540,794,254,381,9.64566929133858,0.94391261086494,0.507448677222315,267,367,279,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60442212,42.56015719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,"No",73,81,98,1836,NA,NA,"Yes",75,"Yes",14,12.6218392188629,16.8543692722452,32
848,"T06",30,"T060055_new","Taylor Ridge","TY06_030_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",18.6161434855503,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",927144.375,"Ridge Top",NA,2014,6,540,794,254,381,4.64566929133858,0.293276500253789,0.117712875995727,267,367,279,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60442212,42.56015719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,"No",73,91,98,1843,NA,NA,"Yes",68,"Yes",7,12.6218392188629,13.5135999251127,18.1065882909894
849,"T07",27,"T070060_new","Taylor Ridge","TY07_027_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","ARME",35.3118628623965,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",1016484.188,"Ridge Top",NA,2014,6,471,625,154,319,5.78740157480315,0.416844224892489,0.182681523800033,178,279,187,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60152159,42.56188806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"No",110,111,120,1788,NA,NA,"No",123,"Yes",62,0,0,0
850,"T07",36,"T070073_new","Taylor Ridge","TY07_036_01_new","1_new",1,32,"Hardwood","T","density",0.1,NA,"NO","QUCH",12.9601699632757,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2007,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",1016484.188,"Ridge Top",NA,2014,3,471,625,154,319,5.93520196850394,0.434007069130221,0.19213142042431,178,279,187,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60152159,42.56188806,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2007,2007,1892,NA,73,115,120,1777,NA,NA,"No",134,"Yes",73,0,0,0
851,"T07",36,"T070074_new","Taylor Ridge","TY07_036_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","QUCH",12.9601699632757,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",1016484.188,"Ridge Top",NA,2014,3,471,625,154,319,0.984251968503937,0.024488944517889,0.00528372217016155,178,279,187,"Tan oak - Douglas-fir - Dry,Cool,Ridge Top",-123.60152159,42.56188806,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1892,NA,73,115,120,1777,NA,NA,"No",134,"Yes",73,0,0,0
