"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith","diam_cm_1911","live_in_1911","age_in_1911","ci_1911_diam_lower","predicted_1911_diam","ci_1911_diam_upper"
247,"S01",60,"S010040_new","Star Gulch","ST01_060_01_new","1_new",1,44,"Hardwood","S","density",0.1,"S0140","YES","QUCH",18.2090573672288,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,4.92125984251969,0.321604468383684,0.132093054254039,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,68,70,84,1872,NA,"Yes",39,5.01878933728249,8.76442616882682,10.3102569415665
248,"S01",75,"S010048_new","Star Gulch","ST01_075_01_new","1_new",1,46,"Hardwood","S","density",0.1,"S0148","YES","QUCH",17.6515632089698,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,5.66929133858268,0.403316547413707,0.175301220672752,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,68,70,84,1852,NA,"Yes",59,12.1156591639871,12.8738037661655,14.9969784370279
249,"S01",3,"S010060_new","Star Gulch","ST01_003_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",29.5108353285923,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1933,68,81,108,1852,NA,"Yes",59,12.7341489081821,14.3878528994167,20.1184324978702
250,"S01",12,"S010073_new","Star Gulch","ST01_012_05_new","5_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",36.8675205304321,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,6.33858267716535,0.482155866244433,0.219134979796412,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,68,82,108,1860,NA,"Yes",51,12.9109591082499,18.1028728422288,30.1255422903937
251,"S01",26,"S010106_new","Star Gulch","ST01_026_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUKE",23.3945045959501,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,6.69291338582677,0.525998284346066,0.24431931314827,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,68,73,108,1871,NA,"Yes",40,4.16469270973809,8.66223192939862,10.0547731729638
252,"S01",28,"S010114_001_new","Star Gulch","ST01_028_06_001_new","6_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",75.6575036128639,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1933,98,138,249,1795,NA,"Yes",116,52.2828504707777,67.0525165735987,70.9366484377916
253,"S01",34,"S010134_new","Star Gulch","ST01_034_01_new","1_new",1,148,"Hardwood","S","density",0.1,NA,"NO","ARME",48.0459187884867,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,8.26771653543307,0.737593235249194,0.372819436326599,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,73,99,108,1829,NA,"Yes",82,30.3907074246862,36.003971944926,49.7
254,"S01",52,"S010199_new","Star Gulch","ST01_052_01_new","1_new",1,134,"Hardwood","S","density",0.1,NA,"NO","ARME",46.5355132533651,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,8.81889763779527,0.817829708588468,0.424185669776041,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,73,99,108,1826,NA,"Yes",85,30.3907074246862,36.0062200276735,49.7
255,"S01",55,"S010214_002_new","Star Gulch","ST01_055_06_002_new","6_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",57.5845521024964,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,73,104,108,1829,NA,"Yes",82,30.3907074246862,42.6016027030432,49.5715194024121
256,"S01",56,"S010216_002_new","Star Gulch","ST01_056_01_002_new","1_new",1,153,"Hardwood","S","density",0.1,NA,"NO","QUCH",62.7872342628331,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,4.17295242782152,0.247007132485608,0.0949760834962848,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,73,106,108,1836,NA,"Yes",75,35.9267391396303,46.9264097491951,51.6344287523445
257,"S01",62,"S010230_001_new","Star Gulch","ST01_062_02_001_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",29.4096896129235,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,68,81,108,1861,NA,"Yes",50,9.91378163169715,11.1324586011504,12.9839915972646
258,"S01",68,"S010254_new","Star Gulch","ST01_068_04_new","4_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",36.1144130498581,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1925,68,82,108,1843,NA,"Yes",68,29.1791244691277,32.2444039913002,35.17096205942
259,"S01",73,"S010265_001_new","Star Gulch","ST01_073_03_001_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",60.4548556872765,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1991,1997,1991,1997,1925,73,106,108,1819,NA,"Yes",92,37.2079368507532,42.9871700516192,45.9056185357705
260,"S02",75,"S020019_new","Star Gulch","ST02_075_01_new","1_new",1,38,"Hardwood","S","density",0.1,"S0219","YES","QUKE",16.6572997422807,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1372036.75,"Mid Slope",NA,2014,3,523,706,183,937,4.01574803149606,0.232287761185964,0.0879549527333772,348,231,121,"Douglas-fir - Dry,Warm,Mid Slope",-123.10676606,42.14275898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,59,91,102,1838,NA,"Yes",73,14.2192334541851,15.95924492204,32
261,"S02",39,"S020059_new","Star Gulch","ST02_039_03_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUKE",23.5079270353859,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1372036.75,"Mid Slope",NA,2014,3,523,706,183,937,7.44094488188976,0.623167707417467,0.301983743424545,348,231,121,"Douglas-fir - Dry,Warm,Mid Slope",-123.10676606,42.14275898,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1940,61,71,80,1869,NA,"Yes",42,4.16469270973809,9.35209124881216,10.0547731729638
262,"S03",14,"S030027_002_new","Star Gulch","ST03_014_02_002_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",20.9466767738162,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1442915,"Mid Slope",NA,2014,6,536,722,186,1128,0.984251968503937,0.024488944517889,0.00528372217016155,429,273,146,"Douglas-fir - Dry,Warm,Mid Slope",-123.11455529,42.1441014,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1959,32,51,59,1908,NA,"Yes",3,0.913478673794965,2.86396049302985,4.94912246532061
263,"S03",65,"S030085_002_new","Star Gulch","ST03_065_04_002_new","4_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",30.5229457467875,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1442915,"Mid Slope",NA,2014,6,536,722,186,1128,0.984251968503937,0.024488944517889,0.00528372217016155,429,273,146,"Douglas-fir - Dry,Warm,Mid Slope",-123.11455529,42.1441014,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1963,32,43,59,1920,NA,"No",0,0,0,0
264,"S03",74,"S030100_new","Star Gulch","ST03_074_04_new","4_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",17.8787342324204,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1442915,"Mid Slope",NA,2014,6,536,722,186,1128,0.984251968503937,0.024488944517889,0.00528372217016155,429,273,146,"Douglas-fir - Dry,Warm,Mid Slope",-123.11455529,42.1441014,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-103.21069954703,-51.6053497735151,-21.4181553194097,-68.4697684659897,-34.2348842329948,-14.2087607401629,1962,1980,1962,1980,1934,32,40,59,1894,NA,"Yes",17,0.537006033420728,8.85703380895859,10.2078618225134
265,"S03",75,"S030101_new","Star Gulch","ST03_075_01_new","1_new",1,113,"Hardwood","S","density",0.1,NA,"NO","ARME",29.5983754241501,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1442915,"Mid Slope",NA,2014,6,536,722,186,1128,10.3149606299213,1.05086788382938,0.580313319437711,429,273,146,"Douglas-fir - Dry,Warm,Mid Slope",-123.11455529,42.1441014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,32,43,59,1920,NA,"No",0,0,0,0
266,"S04",36,"S040040_new","Star Gulch","ST04_036_03_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",19.5455222540857,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",958876.375,"Ridge Top",NA,2014,6,563,810,247,1150,9.29133858267717,0.889048100005717,0.470851503982908,186,387,266,"Douglas-fir - Dry,Cool,Ridge Top",-123.1138971,42.14644643,"Pacific madrone","Ridgetop","Medium",0.0497322111706197,0.140333333333333,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.6356628076548,-19.3178314038274,-8.01762443733484,1977,1995,1977,1995,1953,40,41,49,1912,NA,"No",0,0,0,0
267,"S05",12,"S050022_002_new","Star Gulch","ST05_012_03_002_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",52.5976474539375,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,6,561,788,226,1062,0.984251968503937,0.024488944517889,0.00528372217016155,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,89,121,134,1809,NA,"Yes",102,17.6677397165605,37.9720415344469,50
268,"S05",22,"S050042_new","Star Gulch","ST05_022_01_new","1_new",1,46,"Hardwood","S","density",0.1,NA,"NO","QUCH",15.4697842701108,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,7.04165787401575,0.570531822437146,0.270443925124572,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1925,55,84,99,1841,NA,"Yes",70,12.1156591639871,13.995178295455,16.6726262515128
269,"S05",23,"S050044_new","Star Gulch","ST05_023_01_new","1_new",1,92,"Hardwood","S","density",0.1,NA,"NO","ARME",33.2606609263349,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,6,561,788,226,1062,9.68503937007874,0.950084482173407,0.511599569359194,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,64,90,132,1831,NA,"Yes",80,21.4586833795809,25.0315213626369,33.0389726392328
270,"S05",25,"S050054_051_new","Star Gulch","ST05_025_01_051_new","1_new",1,78,"Hardwood","S","density",0.1,NA,"NO","QUCH",36.9585150752429,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,0.246272240640972,0.00266848483310169,0.000330794524841904,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,64,97,132,1833,NA,"Yes",78,21.4586833795809,25.0315213626369,33.0389726392328
271,"S05",26,"S050055_043_new","Star Gulch","ST05_026_01_043_new","1_new",1,84,"Hardwood","S","density",0.1,NA,"NO","QUCH",39.1663641065634,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,0.179729318850204,0.00161209371728897,0.000176183505186138,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,80,104,156,1823,NA,"Yes",88,21.4586833795809,25.0715428236854,37.3730747477743
272,"S05",32,"S050073_new","Star Gulch","ST05_032_04_new","4_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",57.0180026229223,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,6,561,788,226,1062,5.62992125984252,0.398844597139188,0.172874935452214,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,120,130,155,1798,NA,"Yes",113,36.7873078499204,46.7511079188079,50
273,"S05",34,"S050077_new","Star Gulch","ST05_034_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",17.15477791633,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,2.95275590551181,0.14202476352394,0.0475534995314539,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1927,55,86,99,1841,NA,"Yes",70,12.1156591639871,13.995178295455,16.6726262515128
274,"S05",37,"S050083_004_new","Star Gulch","ST05_037_01_004_new","1_new",1,128,"Hardwood","S","density",0.1,NA,"NO","QUCH",53.917135358373,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,3.05299746906637,0.149817418964852,0.0508370425870407,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1927,89,126,134,1801,NA,"Yes",110,17.6677397165605,45.7640371605696,50
275,"S05",51,"S050100_new","Star Gulch","ST05_051_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",49.7934765345944,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,6,561,788,226,1062,12.1653543307087,1.36835763729807,0.807192122446712,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,89,121,134,1796,NA,"Yes",115,17.6677397165605,47.1301347664099,50
276,"S05",55,"S050110_001_new","Star Gulch","ST05_055_03_001_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",52.5582032716136,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,6,561,788,226,1062,0.984251968503937,0.024488944517889,0.00528372217016155,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1924,89,121,134,1803,NA,"Yes",108,17.6677397165605,45.6938242369406,50
277,"S05",61,"S050129_new","Star Gulch","ST05_061_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",34.3332009347807,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,0.984251968503937,0.024488944517889,0.00528372217016155,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1927,64,90,132,1837,NA,"Yes",74,21.4586833795809,25.1080067246438,33.0389726392328
278,"S05",69,"S050146_new","Star Gulch","ST05_069_03_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",48.1972689292821,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,2.97275551181102,0.143567027581203,0.0481998598331805,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1921,89,124,156,1797,NA,"Yes",114,17.6677397165605,46.0502876658207,50
279,"S06",33,"S060045_new","Star Gulch","ST06_033_03_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",61.9940495169682,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1209539,"Mid Slope",NA,2014,6,557,798,242,1105,5.78740157480315,0.416844224892489,0.182681523800033,247,266,157,"Douglas-fir - Dry,Warm,Mid Slope",-123.11453483,42.14765769,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1961,35,46,71,1915,NA,"No",0,0,0,0
280,"S06",76,"S060094_002_new","Star Gulch","ST06_076_02_002_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",19.7249941831898,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1209539,"Mid Slope",NA,2014,6,557,798,242,1105,2.95275590551181,0.14202476352394,0.0475534995314539,247,266,157,"Douglas-fir - Dry,Warm,Mid Slope",-123.11453483,42.14765769,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1961,34,44,77,1917,NA,"No",0,0,0,0
281,"S06",83,"S060102_new","Star Gulch","ST06_083_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",18.0770764762408,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1209539,"Mid Slope",NA,2014,3,557,798,242,1105,2.58014212598425,0.114453692194165,0.0363090301265041,247,266,157,"Douglas-fir - Dry,Warm,Mid Slope",-123.11453483,42.14765769,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1958,34,48,77,1910,NA,"Yes",1,1.91748953974895,3.81669281654734,4.94912246532061
